cod_reg;nom_reg;cod_pro;nom_pro;cod_com;nom_com;cod_deprov;nom_deprov;prom_lect4b_com;prom_mate4b_com;dif_lect4b_com;dif_mate4b_com;sigdif_lect4b_com;sigdif_mate4b_com;fecha_bbdd;codigo_bbdd;grado;agno
8;Región del Biobío;81;Concepción;8112;Hualpén;83;Concepcion;279;266;4;3;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9101;Temuco;92;Cautin Norte;283;269;7;6;1;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9102;Carahue;92;Cautin Norte;272;261;14;21;1;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9103;Cunco;92;Cautin Norte;279;267;9;9;1;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9104;Curarrehue;93;Cautin Sur;263;249;0;5;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9105;Freire;93;Cautin Sur;271;248;14;6;1;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9106;Galvarino;92;Cautin Norte;254;239;-9;-2;-1;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9210;Traiguén;91;Malleco;280;277;12;21;1;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9211;Victoria;91;Malleco;271;246;11;4;1;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9204;Ercilla;91;Malleco;264;246;8;9;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9205;Lonquimay;91;Malleco;266;248;4;8;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9206;Los Sauces;91;Malleco;285;259;11;-11;1;-1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9207;Lumaco;91;Malleco;252;243;-7;1;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9208;Purén;91;Malleco;267;255;20;22;1;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9209;Renaico;91;Malleco;278;259;8;-2;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9119;Vilcún;92;Cautin Norte;267;250;10;7;1;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9120;Villarrica;93;Cautin Sur;275;258;4;3;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9121;Cholchol;92;Cautin Norte;266;252;7;14;0;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9201;Angol;91;Malleco;286;272;7;8;0;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9202;Collipulli;91;Malleco;263;252;4;5;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;92;Malleco;9203;Curacautín;91;Malleco;273;259;4;9;0;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9113;Perquenco;92;Cautin Norte;267;252;4;-3;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9114;Pitrufquén;93;Cautin Sur;273;260;0;1;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9115;Pucón;93;Cautin Sur;274;260;1;2;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9116;Saavedra;92;Cautin Norte;261;241;6;6;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9117;Teodoro Schmidt;93;Cautin Sur;275;258;4;11;0;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9118;Toltén;93;Cautin Sur;275;271;-1;10;0;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9107;Gorbea;93;Cautin Sur;263;249;0;-1;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9108;Lautaro;92;Cautin Norte;276;255;8;5;1;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9109;Loncoche;93;Cautin Sur;273;251;4;5;0;0;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9110;Melipeuco;92;Cautin Norte;273;247;13;11;1;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9111;Nueva Imperial;92;Cautin Norte;267;253;6;7;0;1;20250422;preliminar20240422v1;4b;2024
9;Región de La Araucaní;91;Cautín;9112;Padre las Casas;93;Cautin Sur;263;250;4;4;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;101;Llanquihue;10101;Puerto Montt;101;Llanquihue;277;262;5;5;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;101;Llanquihue;10102;Calbuco;101;Llanquihue;267;258;3;5;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;101;Llanquihue;10103;Cochamó;101;Llanquihue;244;260;-34;6;-1;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;101;Llanquihue;10104;Fresia;101;Llanquihue;263;241;-1;1;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;101;Llanquihue;10105;Frutillar;101;Llanquihue;275;256;14;11;1;1;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;101;Llanquihue;10106;Los Muermos;101;Llanquihue;270;256;17;10;1;1;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;103;Osorno;10306;San Juan de la Costa;103;Osorno;261;246;-8;2;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;103;Osorno;10307;San Pablo;103;Osorno;274;252;11;8;1;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;104;Palena;10401;Chaitén;104;Palena;245;230;-13;-9;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;104;Palena;10402;Futaleufú;104;Palena;252;252;-14;-2;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;104;Palena;10403;Hualaihué;101;Llanquihue;254;229;-2;-3;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;104;Palena;10404;Palena;104;Palena;289;273;-3;-3;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;102;Chiloé;10210;Quinchao;102;Chiloe;273;270;-12;-2;-1;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;103;Osorno;10301;Osorno;103;Osorno;284;271;9;9;1;1;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;103;Osorno;10302;Puerto Octay;103;Osorno;269;261;14;13;1;1;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;103;Osorno;10303;Purranque;103;Osorno;276;253;22;8;1;1;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;103;Osorno;10304;Puyehue;103;Osorno;263;243;9;9;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;103;Osorno;10305;Río Negro;103;Osorno;261;246;7;12;0;1;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;102;Chiloé;10204;Curaco de Vélez;102;Chiloe;291;262;14;-3;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;102;Chiloé;10205;Dalcahue;102;Chiloe;278;266;16;11;1;1;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;102;Chiloé;10206;Puqueldón;102;Chiloe;271;274;5;24;0;1;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;102;Chiloé;10207;Queilén;102;Chiloe;259;244;-7;5;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;102;Chiloé;10208;Quellón;102;Chiloe;266;244;7;5;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;102;Chiloé;10209;Quemchi;102;Chiloe;275;261;9;5;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;101;Llanquihue;10107;Llanquihue;101;Llanquihue;271;256;-3;5;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;101;Llanquihue;10108;Maullín;101;Llanquihue;273;255;3;-5;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;101;Llanquihue;10109;Puerto Varas;101;Llanquihue;281;265;-1;-5;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;102;Chiloé;10201;Castro;102;Chiloe;278;259;8;3;1;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;102;Chiloé;10202;Ancud;102;Chiloe;280;262;5;0;0;0;20250422;preliminar20240422v1;4b;2024
10;Región de Los Lagos;102;Chiloé;10203;Chonchi;102;Chiloe;276;246;10;1;1;0;20250422;preliminar20240422v1;4b;2024
11;Región de Aysén del G;111;Coyhaique;11101;Coyhaique;111;Coyhaique;274;256;8;5;1;0;20250422;preliminar20240422v1;4b;2024
11;Región de Aysén del G;111;Coyhaique;11102;Lago Verde;111;Coyhaique;278;274;0;0;0;0;20250422;preliminar20240422v1;4b;2024
11;Región de Aysén del G;112;Aysén;11201;Aysén;111;Coyhaique;289;271;21;18;1;1;20250422;preliminar20240422v1;4b;2024
11;Región de Aysén del G;112;Aysén;11202;Cisnes;111;Coyhaique;267;252;16;12;1;1;20250422;preliminar20240422v1;4b;2024
11;Región de Aysén del G;112;Aysén;11203;Guaitecas;111;Coyhaique;269;243;-19;-8;-1;0;20250422;preliminar20240422v1;4b;2024
11;Región de Aysén del G;113;Capitán Pra;11301;Cochrane;111;Coyhaique;274;265;3;1;0;0;20250422;preliminar20240422v1;4b;2024
11;Región de Aysén del G;113;Capitán Pra;11302;O'higgins;111;Coyhaique;280;247;-5;-28;0;-1;20250422;preliminar20240422v1;4b;2024
11;Región de Aysén del G;113;Capitán Pra;11303;Tortel;111;Coyhaique;279;293;-9;10;0;0;20250422;preliminar20240422v1;4b;2024
11;Región de Aysén del G;114;General Car;11401;Chile Chico;111;Coyhaique;265;240;-8;-18;0;-1;20250422;preliminar20240422v1;4b;2024
11;Región de Aysén del G;114;General Car;11402;Río Ibáñez;111;Coyhaique;269;267;13;29;0;1;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;121;Magallanes;12101;Punta Arenas;121;Magallanes;279;265;7;5;1;0;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;121;Magallanes;12102;Laguna Blanca;121;Magallanes;288;288;0;0;0;0;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;121;Magallanes;12103;Río Verde;121;Magallanes;;;;;;;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;121;Magallanes;12104;San Gregorio;121;Magallanes;309;242;0;0;0;0;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;122;Antártica C;12201;Cabo de Hornos;121;Magallanes;292;283;13;7;0;0;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;122;Antártica C;12202;Antártica;121;Magallanes;;;;;;;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;123;Tierra del;12301;Porvenir;121;Magallanes;278;272;-2;19;0;1;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;123;Tierra del;12302;Primavera;121;Magallanes;271;236;0;0;0;0;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;123;Tierra del;12303;Timaukel;121;Magallanes;275;279;0;0;0;0;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;124;Última Espe;12401;Natales;121;Magallanes;269;259;0;3;0;0;20250422;preliminar20240422v1;4b;2024
12;Región de Magallanes;124;Última Espe;12402;Torres del Paine;121;Magallanes;267;222;0;0;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13101;Santiago;131;Centro;283;266;4;4;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13102;Cerrillos;134;Poniente;270;254;7;4;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13103;Cerro Navia;134;Poniente;267;257;6;10;0;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13104;Conchalí;137;Norte;272;261;3;3;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13105;El Bosque;132;Sur;276;265;9;9;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13106;Estación Central;134;Poniente;275;257;7;4;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;136;Talagante;13602;El Monte;135;Talagante;275;260;11;15;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;136;Talagante;13603;Isla de Maipo;135;Talagante;267;251;12;11;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;136;Talagante;13604;Padre Hurtado;135;Talagante;275;259;6;3;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;136;Talagante;13605;Peñaflor;135;Talagante;273;256;8;3;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;135;Melipilla;13501;Melipilla;135;Talagante;277;262;4;5;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;135;Melipilla;13502;Alhué;135;Talagante;282;255;22;6;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;135;Melipilla;13503;Curacaví;135;Talagante;270;259;8;10;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;135;Melipilla;13504;María Pinto;135;Talagante;271;260;14;24;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;135;Melipilla;13505;San Pedro;135;Talagante;262;247;5;5;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;136;Talagante;13601;Talagante;135;Talagante;284;274;6;3;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;133;Chacabuco;13302;Lampa;137;Norte;273;262;8;7;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;133;Chacabuco;13303;Tiltil;137;Norte;264;241;8;-1;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;134;Maipo;13401;San Bernardo;132;Sur;273;258;11;9;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;134;Maipo;13402;Buin;132;Sur;275;261;5;3;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;134;Maipo;13403;Calera de Tango;132;Sur;280;270;7;12;0;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;134;Maipo;13404;Paine;132;Sur;269;259;4;6;0;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13131;San Ramón;132;Sur;281;268;6;7;0;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13132;Vitacura;133;Oriente;311;302;3;-2;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;132;Cordillera;13201;Puente Alto;136;Cordillera;279;268;7;6;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;132;Cordillera;13202;Pirque;136;Cordillera;274;259;7;6;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;132;Cordillera;13203;San José de Maipo;136;Cordillera;271;257;5;6;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;133;Chacabuco;13301;Colina;137;Norte;295;284;8;2;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13125;Quilicura;137;Norte;283;269;7;5;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13126;Quinta Normal;134;Poniente;277;259;4;3;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13127;Recoleta;137;Norte;270;255;9;8;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13128;Renca;134;Poniente;271;260;5;3;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13129;San Joaquín;131;Centro;266;250;3;0;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13130;San Miguel;131;Centro;289;273;5;5;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13119;Maipú;134;Poniente;281;264;5;2;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13120;Ñuñoa;133;Oriente;295;281;5;4;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13121;Pedro Aguirre Cerda;131;Centro;274;260;10;8;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13122;Peñalolén;133;Oriente;284;269;7;4;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13123;Providencia;133;Oriente;307;294;7;5;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13124;Pudahuel;134;Poniente;277;265;4;4;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13113;La Reina;133;Oriente;296;286;2;3;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13114;Las Condes;133;Oriente;308;298;8;2;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13115;Lo Barnechea;133;Oriente;302;296;6;2;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13116;Lo Espejo;132;Sur;267;252;4;6;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13117;Lo Prado;134;Poniente;279;269;10;15;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13118;Macul;133;Oriente;286;270;9;6;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13107;Huechuraba;137;Norte;285;274;7;7;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13108;Independencia;137;Norte;276;264;7;8;1;1;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13109;La Cisterna;132;Sur;276;261;5;4;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13110;La Florida;136;Cordillera;280;266;6;4;0;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13111;La granja;132;Sur;273;261;7;6;1;0;20250422;preliminar20240422v1;4b;2024
13;Región metropolitana;131;Santiago;13112;La Pintana;136;Cordillera;265;253;6;8;1;1;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;141;Valdivia;14101;Valdivia;141;Valdivia;280;266;6;4;0;0;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;141;Valdivia;14102;Corral;141;Valdivia;256;241;-4;9;0;0;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;141;Valdivia;14103;Lanco;141;Valdivia;263;252;-1;6;0;0;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;141;Valdivia;14104;Los Lagos;141;Valdivia;269;248;-4;2;0;0;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;141;Valdivia;14105;Máfil;141;Valdivia;265;231;10;-4;0;0;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;141;Valdivia;14106;Mariquina;141;Valdivia;268;249;13;12;1;1;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;141;Valdivia;14107;Paillaco;141;Valdivia;257;246;-10;1;-1;0;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;141;Valdivia;14108;Panguipulli;141;Valdivia;275;254;10;11;1;1;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;142;Del Ranco;14201;La Unión;142;Ranco;285;269;6;9;0;1;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;142;Del Ranco;14202;Futrono;142;Ranco;257;247;-8;-1;0;0;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;142;Del Ranco;14203;Lago Ranco;142;Ranco;272;254;10;13;0;1;20250422;preliminar20240422v1;4b;2024
14;Región de los ríos;142;Del Ranco;14204;Río Bueno;142;Ranco;279;264;15;12;1;1;20250422;preliminar20240422v1;4b;2024
15;Región de arica y par;151;Arica;15101;Arica;151;Arica;286;272;9;8;1;1;20250422;preliminar20240422v1;4b;2024
15;Región de arica y par;151;Arica;15102;Camarones;151;Arica;298;267;67;53;1;1;20250422;preliminar20240422v1;4b;2024
15;Región de arica y par;152;Parinacota;15201;Putre;152;Parinacota;280;266;-10;-19;0;-1;20250422;preliminar20240422v1;4b;2024
15;Región de arica y par;152;Parinacota;15202;General Lagos;152;Parinacota;211;228;20;36;0;1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;161;Diguillín;16101;Chillán;161;Diguillín;282;270;7;5;1;0;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;161;Diguillín;16102;Bulnes;161;Diguillín;260;254;1;13;0;1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;161;Diguillín;16103;Chillán Viejo;161;Diguillín;275;260;12;14;1;1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;161;Diguillín;16104;El Carmen;161;Diguillín;283;273;29;32;1;1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;161;Diguillín;16105;Pemuco;161;Diguillín;264;252;22;21;1;1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;161;Diguillín;16106;Pinto;161;Diguillín;285;269;12;7;1;0;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;163;Punilla;16303;Ñiquén;161;Diguillín;272;259;21;25;1;1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;163;Punilla;16304;San Fabián;161;Diguillín;285;255;13;-5;1;0;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;163;Punilla;16305;San Nicolás;161;Diguillín;315;308;11;8;1;0;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;162;Itata;16204;Ninhue;161;Diguillín;254;245;-4;-16;0;-1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;162;Itata;16205;Portezuelo;161;Diguillín;279;266;30;31;1;1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;162;Itata;16206;Ránquil;161;Diguillín;286;268;9;11;0;0;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;162;Itata;16207;Treguaco;161;Diguillín;270;252;-18;-17;-1;-1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;163;Punilla;16301;San Carlos;161;Diguillín;279;273;7;10;0;1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;163;Punilla;16302;Coihueco;161;Diguillín;276;272;7;6;0;0;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;161;Diguillín;16107;Quillón;161;Diguillín;284;270;5;2;0;0;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;161;Diguillín;16108;San Ignacio;161;Diguillín;270;261;9;10;0;1;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;161;Diguillín;16109;Yungay;161;Diguillín;267;251;-3;-5;0;0;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;162;Itata;16201;Quirihue;161;Diguillín;284;266;13;0;1;0;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;162;Itata;16202;Cobquecura;161;Diguillín;255;263;-31;-6;-1;0;20250422;preliminar20240422v1;4b;2024
16;Región de Ñuble;162;Itata;16203;Coelemu;161;Diguillín;279;268;8;9;0;1;20250422;preliminar20240422v1;4b;2024
